timestamp,location,temperature,humidity,wind_speed,precipitation,power_outage
2022-05-24 21:00:00,Mangalore,20.92,68.14,2.46,0.24,0
2022-05-24 22:00:00,Mangalore,23.44,71.52,1.68,0.17,0
2022-05-24 23:00:00,Mangalore,23.94,75.57,0.69,0.07,0
2022-05-25 00:00:00,Mangalore,25.49,80.5,0.32,0.01,0
2022-05-25 01:00:00,Mangalore,26.14,84.65,0.74,0.12,0
2022-05-25 02:00:00,Mangalore,27.31,88.04,1.86,0.17,0
2022-05-25 03:00:00,Mangalore,28.8,91.57,2.4,0.25,0
2022-05-25 04:00:00,Mangalore,29.94,95.26,2.79,0.36,1
2022-05-25 05:00:00,Mangalore,29.98,95.41,3.05,0.38,1
2022-05-25 06:00:00,Mangalore,30.6,97.76,3.37,0.42,1
2022-05-25 07:00:00,Mangalore,30.15,97.23,2.98,0.4,1
2022-05-25 08:00:00,Mangalore,28.94,94.12,2.85,0.34,1
2022-05-25 09:00:00,Mangalore,28.36,92.3,2.33,0.31,1
2022-05-25 10:00:00,Mangalore,27.59,89.06,1.63,0.19,0
2022-05-25 11:00:00,Mangalore,26.22,84.69,0.63,0.12,0
2022-05-25 12:00:00,Mangalore,24.59,79.61,0.52,0.02,0
2022-05-25 13:00:00,Mangalore,23.78,74.69,0.56,0.1,0
2022-05-25 14:00:00,Mangalore,22.65,71.46,1.24,0.22,0
2022-05-25 15:00:00,Mangalore,21.47,68.82,1.98,0.27,0
2022-05-25 16:00:00,Mangalore,21.02,64.08,3.03,0.35,0
2022-05-25 17:00:00,Mangalore,21.18,63.3,2.92,0.38,0
2022-05-25 18:00:00,Mangalore,19.78,63.57,3.44,0.39,0
2022-05-25 19:00:00,Mangalore,20.51,64.27,2.87,0.41,0
2022-05-25 20:00:00,Mangalore,19.6,66.3,2.85,0.31,0
2022-05-25 21:00:00,Mangalore,21.53,68.07,2.25,0.27,0
2022-05-25 22:00:00,Mangalore,22.81,71.61,2.08,0.19,0
2022-05-25 23:00:00,Mangalore,23.73,75.18,0.76,0.12,0
2022-05-26 00:00:00,Mangalore,24.69,80.87,0.1,0.01,0
2022-05-26 01:00:00,Mangalore,26.72,84.09,0.94,0.04,0
2022-05-26 02:00:00,Mangalore,28.18,88.28,1.89,0.23,0
2022-05-26 03:00:00,Mangalore,29.18,91.01,2.33,0.29,0
2022-05-26 04:00:00,Mangalore,29.88,95.09,2.68,0.36,1
2022-05-26 05:00:00,Mangalore,29.02,96.58,2.98,0.39,1
2022-05-26 06:00:00,Mangalore,29.75,96.84,3.18,0.38,1
2022-05-26 07:00:00,Mangalore,29.07,98.12,2.92,0.37,1
2022-05-26 08:00:00,Mangalore,30.1,95.11,2.72,0.36,1
2022-05-26 09:00:00,Mangalore,28.99,92.8,2.53,0.32,1
2022-05-26 10:00:00,Mangalore,27.93,88.43,1.9,0.23,0
2022-05-26 11:00:00,Mangalore,25.82,84.2,0.88,0.11,0
2022-05-26 12:00:00,Mangalore,24.06,80.17,0.09,0.01,0
2022-05-26 13:00:00,Mangalore,23.96,75.36,0.98,0.11,0
2022-05-26 14:00:00,Mangalore,23.59,71.25,1.69,0.22,0
2022-05-26 15:00:00,Mangalore,20.22,68.22,2.51,0.29,0
2022-05-26 16:00:00,Mangalore,21.01,64.72,2.93,0.35,0
2022-05-26 17:00:00,Mangalore,20.21,64.03,3.21,0.38,0
2022-05-26 18:00:00,Mangalore,19.75,63.62,3.78,0.41,0
2022-05-26 19:00:00,Mangalore,19.43,64.15,2.92,0.4,0
2022-05-26 20:00:00,Mangalore,21.2,64.99,2.81,0.35,0
2022-05-26 21:00:00,Mangalore,21.38,67.66,2.52,0.28,0
2022-05-26 22:00:00,Mangalore,22.82,71.71,1.38,0.21,0
2022-05-26 23:00:00,Mangalore,23.77,74.91,0.75,0.11,0
2022-05-27 00:00:00,Mangalore,25.24,80.87,0.1,0.04,0
2022-05-27 01:00:00,Mangalore,26.81,84.66,0.95,0.08,0
2022-05-27 02:00:00,Mangalore,26.58,88.69,2.17,0.18,0
2022-05-27 03:00:00,Mangalore,28.11,92.25,2.29,0.28,1
2022-05-27 04:00:00,Mangalore,29.17,94.57,3.01,0.39,1
2022-05-27 05:00:00,Mangalore,29.95,96.22,3.34,0.37,1
2022-05-27 06:00:00,Mangalore,29.94,97.12,2.97,0.4,1
2022-05-27 07:00:00,Mangalore,30.05,96.69,3.25,0.41,1
2022-05-27 08:00:00,Mangalore,29.0,93.98,2.91,0.35,1
2022-05-27 09:00:00,Mangalore,29.61,92.92,2.32,0.31,1
2022-05-27 10:00:00,Mangalore,27.71,88.44,1.52,0.21,0
2022-05-27 11:00:00,Mangalore,25.38,84.41,1.18,0.09,0
2022-05-27 12:00:00,Mangalore,25.18,80.32,0.12,0.01,0
2022-05-27 13:00:00,Mangalore,24.59,75.06,0.86,0.08,0
2022-05-27 14:00:00,Mangalore,22.6,72.13,1.51,0.16,0
2022-05-27 15:00:00,Mangalore,21.41,67.79,2.58,0.28,0
2022-05-27 16:00:00,Mangalore,21.12,66.06,2.81,0.33,0
2022-05-27 17:00:00,Mangalore,20.67,64.21,3.02,0.4,0
2022-05-27 18:00:00,Mangalore,18.83,64.2,3.19,0.41,0
2022-05-27 19:00:00,Mangalore,20.68,63.46,3.25,0.38,0
2022-05-27 20:00:00,Mangalore,20.53,65.26,2.44,0.34,0
2022-05-27 21:00:00,Mangalore,21.57,67.55,2.5,0.29,0
2022-05-27 22:00:00,Mangalore,22.38,70.78,1.27,0.2,0
2022-05-27 23:00:00,Mangalore,23.06,76.4,0.62,0.13,0
2022-05-28 00:00:00,Mangalore,24.83,79.59,0.24,0.04,0
2022-05-28 01:00:00,Mangalore,26.71,84.68,0.83,0.1,0
2022-05-28 02:00:00,Mangalore,28.61,87.54,1.31,0.19,0
2022-05-28 03:00:00,Mangalore,28.08,92.73,2.25,0.31,1
2022-05-28 04:00:00,Mangalore,29.28,94.8,2.53,0.3,1
2022-05-28 05:00:00,Mangalore,30.03,95.52,3.3,0.42,1
2022-05-28 06:00:00,Mangalore,30.61,97.6,3.44,0.38,1
2022-05-28 07:00:00,Mangalore,29.39,97.01,3.08,0.38,1
2022-05-28 08:00:00,Mangalore,29.72,94.5,2.86,0.37,1
2022-05-28 09:00:00,Mangalore,27.92,91.99,2.44,0.26,0
2022-05-28 10:00:00,Mangalore,26.84,87.64,1.69,0.22,0
2022-05-28 11:00:00,Mangalore,27.48,85.04,0.83,0.11,0
2022-05-28 12:00:00,Mangalore,25.28,79.53,0.14,0.04,0
2022-05-28 13:00:00,Mangalore,24.52,75.31,0.74,0.1,0
2022-05-28 14:00:00,Mangalore,23.51,71.25,1.26,0.21,0
2022-05-28 15:00:00,Mangalore,22.2,67.95,2.46,0.29,0
2022-05-28 16:00:00,Mangalore,21.15,66.44,2.65,0.37,0
2022-05-28 17:00:00,Mangalore,19.9,63.42,3.05,0.43,0
2022-05-28 18:00:00,Mangalore,20.17,62.92,3.54,0.4,0
2022-05-28 19:00:00,Mangalore,20.43,62.82,3.31,0.38,0
2022-05-28 20:00:00,Mangalore,20.61,64.69,3.05,0.34,0
2022-05-28 21:00:00,Mangalore,21.25,68.12,2.5,0.27,0
2022-05-28 22:00:00,Mangalore,21.75,71.0,1.2,0.18,0
2022-05-28 23:00:00,Mangalore,23.65,75.9,0.71,0.1,0
2022-05-29 00:00:00,Mangalore,24.77,80.11,0.07,0.0,0
2022-05-29 01:00:00,Mangalore,27.11,85.71,0.76,0.09,0
2022-05-29 02:00:00,Mangalore,27.86,88.78,1.51,0.19,0
2022-05-29 03:00:00,Mangalore,28.66,92.07,2.48,0.29,1
2022-05-29 04:00:00,Mangalore,30.14,94.56,2.88,0.34,1
2022-05-29 05:00:00,Mangalore,30.19,96.89,3.2,0.43,1
2022-05-29 06:00:00,Mangalore,29.99,97.13,3.23,0.38,1
2022-05-29 07:00:00,Mangalore,29.76,96.4,3.24,0.4,1
2022-05-29 08:00:00,Mangalore,29.94,94.04,2.98,0.31,1
2022-05-29 09:00:00,Mangalore,29.16,92.89,2.33,0.28,1
2022-05-29 10:00:00,Mangalore,28.24,89.2,1.61,0.21,0
2022-05-29 11:00:00,Mangalore,26.61,83.63,0.49,0.11,0
2022-05-29 12:00:00,Mangalore,24.2,80.74,0.1,0.08,0
2022-05-29 13:00:00,Mangalore,23.91,75.05,1.11,0.09,0
2022-05-29 14:00:00,Mangalore,22.45,71.68,1.64,0.23,0
2022-05-29 15:00:00,Mangalore,21.73,68.4,2.09,0.32,0
2022-05-29 16:00:00,Mangalore,20.86,65.36,3.21,0.39,0
2022-05-29 17:00:00,Mangalore,20.36,64.27,3.1,0.37,0
2022-05-29 18:00:00,Mangalore,20.32,62.62,3.06,0.39,0
2022-05-29 19:00:00,Mangalore,21.08,64.0,3.27,0.38,0
2022-05-29 20:00:00,Mangalore,20.91,65.33,3.03,0.34,0
2022-05-29 21:00:00,Mangalore,20.86,67.54,2.23,0.29,0
2022-05-29 22:00:00,Mangalore,22.74,71.54,1.46,0.18,0
2022-05-29 23:00:00,Mangalore,23.91,76.27,0.7,0.12,0
2022-05-30 00:00:00,Mangalore,25.74,80.86,0.32,0.04,0
2022-05-30 01:00:00,Mangalore,25.92,84.32,0.67,0.09,0
2022-05-30 02:00:00,Mangalore,26.95,88.58,1.79,0.22,0
2022-05-30 03:00:00,Mangalore,28.47,92.08,2.14,0.26,1
2022-05-30 04:00:00,Mangalore,29.09,94.41,3.04,0.34,1
2022-05-30 05:00:00,Mangalore,30.56,95.88,2.81,0.39,1
2022-05-30 06:00:00,Mangalore,30.03,96.95,3.37,0.39,1
2022-05-30 07:00:00,Mangalore,29.59,96.21,3.23,0.42,1
2022-05-30 08:00:00,Mangalore,29.63,94.45,2.64,0.34,1
2022-05-30 09:00:00,Mangalore,28.88,92.42,2.4,0.3,1
2022-05-30 10:00:00,Mangalore,27.12,88.14,1.81,0.21,0
2022-05-30 11:00:00,Mangalore,25.93,84.28,0.55,0.09,0
2022-05-30 12:00:00,Mangalore,24.54,80.65,0.5,0.02,0
2022-05-30 13:00:00,Mangalore,23.65,76.56,0.97,0.09,0
2022-05-30 14:00:00,Mangalore,22.85,71.23,1.2,0.21,0
2022-05-30 15:00:00,Mangalore,20.74,68.28,2.34,0.26,0
2022-05-30 16:00:00,Mangalore,20.18,65.08,2.47,0.34,0
2022-05-30 17:00:00,Mangalore,20.19,63.63,3.35,0.41,0
2022-05-30 18:00:00,Mangalore,19.38,61.37,3.52,0.37,0
2022-05-30 19:00:00,Mangalore,20.74,63.56,2.82,0.39,0
2022-05-30 20:00:00,Mangalore,20.73,65.15,3.07,0.36,0
2022-05-30 21:00:00,Mangalore,21.92,67.97,1.92,0.24,0
2022-05-30 22:00:00,Mangalore,22.74,71.81,1.5,0.22,0
2022-05-30 23:00:00,Mangalore,23.2,75.95,1.13,0.08,0
2022-05-31 00:00:00,Mangalore,24.73,79.74,0.29,0.03,0
2022-05-31 01:00:00,Mangalore,26.34,84.66,0.69,0.08,0
2022-05-31 02:00:00,Mangalore,29.26,87.53,1.83,0.2,0
2022-05-31 03:00:00,Mangalore,28.5,92.32,2.5,0.31,1
2022-05-31 04:00:00,Mangalore,29.92,94.84,2.73,0.34,1
2022-05-31 05:00:00,Mangalore,29.86,96.27,3.23,0.37,1
2022-05-31 06:00:00,Mangalore,30.49,96.92,3.3,0.39,1
2022-05-31 07:00:00,Mangalore,30.23,96.61,3.2,0.35,1
2022-05-31 08:00:00,Mangalore,28.77,94.83,3.12,0.34,1
2022-05-31 09:00:00,Mangalore,28.97,92.87,2.21,0.3,1
2022-05-31 10:00:00,Mangalore,26.98,88.34,1.24,0.21,0
2022-05-31 11:00:00,Mangalore,26.57,84.33,0.87,0.12,0
2022-05-31 12:00:00,Mangalore,24.66,78.94,0.03,0.03,0
2022-05-31 13:00:00,Mangalore,23.51,75.43,0.63,0.08,0
2022-05-31 14:00:00,Mangalore,22.04,71.08,1.68,0.2,0
2022-05-31 15:00:00,Mangalore,20.82,68.83,2.42,0.27,0
2022-05-31 16:00:00,Mangalore,19.67,65.85,2.93,0.36,0
2022-05-31 17:00:00,Mangalore,20.9,62.68,3.29,0.38,0
2022-05-31 18:00:00,Mangalore,20.19,63.75,3.7,0.37,0
2022-05-31 19:00:00,Mangalore,20.9,63.32,3.24,0.4,0
2022-05-31 20:00:00,Mangalore,21.46,63.72,3.17,0.34,0
2022-05-31 21:00:00,Mangalore,21.92,68.05,2.07,0.26,0
2022-05-31 22:00:00,Mangalore,22.42,72.07,1.61,0.18,0
2022-05-31 23:00:00,Mangalore,22.99,75.2,0.71,0.11,0
2022-06-01 00:00:00,Mangalore,25.06,79.82,0.22,0.01,0
2022-06-01 01:00:00,Mangalore,26.57,83.85,0.81,0.11,0
2022-06-01 02:00:00,Mangalore,27.12,89.02,1.62,0.16,0
2022-06-01 03:00:00,Mangalore,28.09,91.73,2.18,0.27,0
2022-06-01 04:00:00,Mangalore,29.33,94.36,3.37,0.36,1
2022-06-01 05:00:00,Mangalore,29.94,96.68,3.19,0.41,1
2022-06-01 06:00:00,Mangalore,29.3,96.64,3.35,0.39,1
2022-06-01 07:00:00,Mangalore,29.73,96.8,2.94,0.39,1
2022-06-01 08:00:00,Mangalore,28.96,95.87,3.04,0.33,1
2022-06-01 09:00:00,Mangalore,28.12,91.77,2.14,0.28,0
2022-06-01 10:00:00,Mangalore,27.56,89.02,1.53,0.22,0
2022-06-01 11:00:00,Mangalore,25.07,83.63,0.96,0.13,0
2022-06-01 12:00:00,Mangalore,24.74,79.55,0.18,0.02,0
2022-06-01 13:00:00,Mangalore,22.43,75.82,0.8,0.12,0
2022-06-01 14:00:00,Mangalore,22.65,72.68,1.59,0.23,0
2022-06-01 15:00:00,Mangalore,21.13,68.34,2.37,0.29,0
2022-06-01 16:00:00,Mangalore,20.52,65.5,2.62,0.34,0
2022-06-01 17:00:00,Mangalore,19.62,63.27,2.86,0.37,0
2022-06-01 18:00:00,Mangalore,19.6,63.19,3.31,0.4,0
2022-06-01 19:00:00,Mangalore,20.24,63.67,3.19,0.39,0
2022-06-01 20:00:00,Mangalore,20.36,65.17,2.9,0.35,0
2022-06-01 21:00:00,Mangalore,21.04,67.43,2.38,0.28,0
2022-06-01 22:00:00,Mangalore,22.91,70.66,1.38,0.22,0
2022-06-01 23:00:00,Mangalore,23.56,75.43,0.95,0.12,0
2022-06-02 00:00:00,Mangalore,23.88,80.51,0.14,0.0,0
2022-06-02 01:00:00,Mangalore,26.03,83.91,0.67,0.1,0
2022-06-02 02:00:00,Mangalore,27.57,88.02,1.8,0.19,0
2022-06-02 03:00:00,Mangalore,27.97,91.42,2.26,0.28,0
2022-06-02 04:00:00,Mangalore,28.14,94.2,2.69,0.32,1
2022-06-02 05:00:00,Mangalore,30.02,96.26,3.28,0.4,1
2022-06-02 06:00:00,Mangalore,29.76,97.69,3.2,0.4,1
2022-06-02 07:00:00,Mangalore,31.08,96.2,3.08,0.38,1
2022-06-02 08:00:00,Mangalore,29.44,94.72,2.52,0.34,1
2022-06-02 09:00:00,Mangalore,27.11,92.22,2.13,0.28,0
2022-06-02 10:00:00,Mangalore,27.54,87.71,1.38,0.2,0
2022-06-02 11:00:00,Mangalore,26.13,84.75,1.02,0.09,0
2022-06-02 12:00:00,Mangalore,25.67,79.66,0.07,0.01,0
2022-06-02 13:00:00,Mangalore,23.55,76.04,0.63,0.08,0
2022-06-02 14:00:00,Mangalore,22.31,71.34,1.56,0.2,0
2022-06-02 15:00:00,Mangalore,21.4,68.02,2.21,0.31,0
2022-06-02 16:00:00,Mangalore,21.26,65.74,2.68,0.35,0
2022-06-02 17:00:00,Mangalore,20.06,63.82,3.14,0.36,0
2022-06-02 18:00:00,Mangalore,19.49,62.98,3.4,0.41,0
2022-06-02 19:00:00,Mangalore,20.62,63.3,3.02,0.42,0
2022-06-02 20:00:00,Mangalore,21.2,64.87,3.07,0.37,0
2022-06-02 21:00:00,Mangalore,20.37,67.93,1.91,0.29,0
2022-06-02 22:00:00,Mangalore,22.57,71.29,1.71,0.19,0
2022-06-02 23:00:00,Mangalore,23.19,74.65,0.91,0.13,0
2022-06-03 00:00:00,Mangalore,24.69,80.24,0.1,0.02,0
2022-06-03 01:00:00,Mangalore,25.72,83.31,1.05,0.11,0
2022-06-03 02:00:00,Mangalore,27.74,88.74,1.76,0.24,0
2022-06-03 03:00:00,Mangalore,28.32,91.77,2.21,0.26,0
2022-06-03 04:00:00,Mangalore,30.56,94.76,2.91,0.36,1
2022-06-03 05:00:00,Mangalore,30.84,97.0,3.02,0.37,1
2022-06-03 06:00:00,Mangalore,29.74,97.22,3.37,0.43,1
2022-06-03 07:00:00,Mangalore,29.38,96.07,3.37,0.4,1
2022-06-03 08:00:00,Mangalore,28.93,94.35,2.83,0.36,1
2022-06-03 09:00:00,Mangalore,28.52,91.66,2.25,0.28,0
2022-06-03 10:00:00,Mangalore,27.85,88.52,1.84,0.19,0
2022-06-03 11:00:00,Mangalore,26.33,84.38,0.95,0.1,0
2022-06-03 12:00:00,Mangalore,24.37,80.71,0.26,0.01,0
2022-06-03 13:00:00,Mangalore,23.33,75.06,0.99,0.07,0
2022-06-03 14:00:00,Mangalore,22.95,71.21,1.62,0.21,0
2022-06-03 15:00:00,Mangalore,20.47,69.26,2.23,0.3,0
2022-06-03 16:00:00,Mangalore,20.35,65.89,2.65,0.36,0
2022-06-03 17:00:00,Mangalore,19.3,63.29,3.31,0.36,0
2022-06-03 18:00:00,Mangalore,19.89,62.97,3.48,0.4,0
2022-06-03 19:00:00,Mangalore,20.57,63.11,2.98,0.37,0
2022-06-03 20:00:00,Mangalore,19.47,65.95,2.88,0.35,0
2022-06-03 21:00:00,Mangalore,21.61,67.47,2.53,0.29,0
2022-06-03 22:00:00,Mangalore,22.96,71.97,1.37,0.23,0
2022-06-03 23:00:00,Mangalore,23.77,75.63,1.34,0.1,0
2022-06-04 00:00:00,Mangalore,25.37,79.77,0.01,0.02,0
2022-06-04 01:00:00,Mangalore,26.01,85.26,0.89,0.09,0
2022-06-04 02:00:00,Mangalore,28.35,88.98,1.45,0.18,0
2022-06-04 03:00:00,Mangalore,28.02,92.77,2.51,0.27,1
2022-06-04 04:00:00,Mangalore,30.04,94.72,2.95,0.31,1
2022-06-04 05:00:00,Mangalore,29.36,96.25,2.82,0.4,1
2022-06-04 06:00:00,Mangalore,29.6,96.72,3.56,0.39,1
2022-06-04 07:00:00,Mangalore,29.64,95.68,3.3,0.35,1
2022-06-04 08:00:00,Mangalore,30.05,94.65,2.91,0.34,1
2022-06-04 09:00:00,Mangalore,29.12,91.9,2.32,0.25,0
2022-06-04 10:00:00,Mangalore,27.57,89.09,1.69,0.22,0
2022-06-04 11:00:00,Mangalore,26.12,83.78,1.2,0.09,0
2022-06-04 12:00:00,Mangalore,23.91,80.16,0.34,0.0,0
2022-06-04 13:00:00,Mangalore,23.89,75.96,0.85,0.11,0
2022-06-04 14:00:00,Mangalore,22.91,70.98,1.54,0.18,0
2022-06-04 15:00:00,Mangalore,21.68,67.43,2.72,0.27,0
